Ticker,Price,Gain,Vol
ACI,12.72,5.3,83.5
ACN,195.0,6.04,871.1
ACRS,5.64,6.02,13.1
ADBE,265.6,5.3,1370.0
ADSK,228.93,7.78,525.0
AI,11.17,5.98,56.4
AIOS,13.78,6.9,1.2
AJG,253.3,5.4,349.1
ALLT,8.38,11.44,2.2
AMLX,33.64,6.39,135.6
AMPL,13.65,8.42,22.6
AMWL,13.87,6.69,1.2
ANDG,56.4,5.13,30.1
APPF,221.87,6.42,70.4
APPN,38.31,10.21,34.7
ASAN,9.66,10.15,51.6
ASST,29.03,5.1,238.6
AVPT,13.6,7.42,20.2
BALY,9.84,7.31,1.5
BBGI,18.29,14.67,1.2
BILL,49.67,5.12,105.2
BL,30.29,6.84,28.7
BLSH,37.62,7.12,51.4
BMGL,7.14,55.9,11.4
BNC,5.27,9.79,23.4
BRZE,25.6,6.93,98.3
BWIN,32.0,7.93,63.0
CAI,26.05,7.03,124.8
CAPR,8.81,5.26,64.1
CERT,8.0,5.96,16.9
CHKP,138.49,5.21,127.9
CLDX,39.18,6.18,28.3
CLOV,5.1,5.81,16.2
CPRI,13.89,7.84,61.2
CRSR,13.54,7.72,16.1
DELL,567.29,11.98,4319.6
DSGX,76.04,6.62,54.5
EAF,6.58,6.82,2.5
EBS,6.23,6.13,6.7
EDRY,67.12,5.06,7.9
EROC,12.7,6.99,36.4
FEIM,88.38,42.41,20.2
FGL,5.45,6.86,4.0
FISV,51.58,5.42,327.1
FIX,1690.82,6.29,597.6
FLEX,115.78,7.19,326.9
FPS,31.82,8.97,171.3
GAUZ,7.8,13.04,1.0
GCO,35.12,5.43,8.8
GOLD,48.22,5.1,31.6
HDB,23.34,6.87,255.7
HIMX,14.73,6.89,12.4
HPE,62.09,12.44,1283.1
HPQ,35.48,8.4,482.2
HTFL,49.88,9.65,120.6
HUT,98.6,8.83,420.1
IBEX,39.8,6.82,4.5
IESC,345.71,8.2,92.7
INSP,73.0,7.16,37.3
IOVA,8.6,5.65,119.4
IT,179.59,5.26,221.7
JBL,318.08,5.05,282.2
JILL,24.08,5.75,3.2
KE,26.17,5.27,5.0
KRRO,13.81,5.74,1.1
LGHL,8.3,6.14,3.8
LGN,56.65,5.79,53.0
M,22.08,7.71,141.7
MEI,14.65,7.8,12.8
MF,13.87,12.31,4.7
MOD,189.3,5.6,243.3
MRNA,143.97,5.38,5164.8
MTN,140.09,5.07,88.1
MWH,26.0,6.12,49.6
MXL,74.57,7.54,156.6
NAKA,8.19,5.54,1.5
NSIT,165.37,6.09,37.4
NTAP,199.28,8.54,472.3
NTGR,22.23,5.96,6.7
NVCT,23.99,6.67,4.7
NXTT,5.33,10.35,2.6
OBIO,6.12,5.34,2.1
ODD,18.28,14.18,24.3
ON,76.14,8.51,569.2
OPFI,7.98,5.14,5.7
PENG,51.16,5.22,76.6
PMI,5.33,20.86,32.1
POWI,52.28,5.21,41.6
PPIH,30.91,5.24,2.8
PURR,11.61,5.45,312.6
PWR,650.58,5.15,661.5
RDIB,17.01,18.13,7.8
REAX,20.28,9.44,23.8
SANM,216.0,6.24,112.5
SBET,8.88,5.34,78.1
SEI,67.42,5.1,156.6
SG,7.1,5.03,32.8
SHAZ,59.41,5.02,103.5
SII,133.05,5.31,23.3
SIMO,284.48,7.25,212.7
SITM,635.66,5.54,216.1
SMCI,40.1,7.28,1527.8
SMTC,167.24,5.1,488.2
SNX,269.21,5.35,139.9
SOC,5.17,5.08,42.0
SPSC,82.68,7.06,41.2
STRL,511.04,5.4,272.9
SWKS,88.35,5.14,453.9
SWMR,39.59,10.0,15.4
SYNA,101.03,8.09,70.1
TASK,8.14,6.54,3.5
TBCH,12.81,8.19,4.9
TEN,47.9,7.13,13.7
TNON,5.93,11.89,101.9
TRDA,6.8,5.92,2.0
TSAT,49.75,5.54,8.1
UI,564.15,5.09,118.9
VACI,6.88,5.52,1.9
VICR,197.91,11.15,154.0
VPG,65.37,5.91,31.4
VSH,33.21,6.14,118.1
VYX,8.55,5.95,22.0
WF,78.87,5.78,6.0
WING,117.1,5.95,126.2
XHLD,12.53,15.59,23.9
YSS,7.88,5.77,30.6
